uid,R,F,M,R_score,F_score,M_score
00c92011e88468eae0a0eea6b1da397ef5e5b3c6,7,1,41.900001525878906,2,1,1
8c0761b0a4c77bbd,9,1,156,1,1,1
2a8413f0e1ffcdedf31dade3c8361d772ea701a9,5,1,2599,3,1,3
05b9e5c2716d1a835858bb427236a1e708afca7a,9,1,18.899999618530273,1,1,1
a8f8074fbda0fec0,6,1,125,2,1,1
d700c83ec0164be0,7,1,26,2,1,1
d2872498c4e591ec45eda9b3b9471dba52a096ce,6,1,229,2,1,1
39619cfa93acfbcc,0,1,99,1,1,1
9f7738c78fff99d2,9,1,298,1,1,1
9e823016c67ddeaa048a8b8a1feede24b55e9b7a,3,1,159,4,1,1
b865e2beaf2c5977,2,1,94.5999984741211,4,1,1
d2f20ffbbc7ebf0e,3,1,35,4,1,1
4ba1d1574250c169,0,1,39,1,1,1
b62a43abb29dcc6c995ee979d42171e804cbf587,4,1,5999,3,1,4
1ce22cd12d9eecf2,5,1,158,3,1,1
6eb434894e64a4121d3eb69bb0d388c57109cefe,1,1,228,5,1,1
8c9fde824bec6354,8,1,66,2,1,1
efb397d26cfe34d545a2f2b10e6a100247086dbd,4,1,8799,3,1,4
fa9cb2a11c6589b6,9,1,100,1,1,1
4ae0693a22cdfd4404a0c7d5d022b6d6481cc651,9,1,2899,1,1,3
28d5585366eab30ab10b2135dddc0f159ffcaab7,5,1,1246,3,1,3
3700f1b2cd6703ec,5,1,1599,3,1,3
c2d389f7e2e3c1c0,11,1,189,1,1,1
867679035519357-f06d783548e1,4,1,37.18000030517578,3,1,1
fd7fea0a2fb81aac,8,1,60,2,1,1
ce96ce9becf6476f68838ebe717247c80c905021,0,1,68.9000015258789,1,1,1
5598437d237441d45f15030366d576b9ab51a04b,4,1,5999,3,1,4
866271041461252-a0d80716dde8,5,1,53.900001525878906,3,1,1
2983cddeabdb21a8ad26b75a11c2b313731ad99a,9,1,68,1,1,1
e64ab9f2c3ef43ee,7,1,118,2,1,1
fc711eb07fd07a22323e570e3c248055baaf2cac,2,1,9799,4,1,4
02bc04ba8ea2983402eaabcf8c98862066a74de3,11,1,12.899999618530273,1,1,1
86ee4a74c50cc0d7,5,1,48.79999923706055,3,1,1
607904eecfd30b52,0,1,129,1,1,1
11b29060b9ab2e18,11,1,89,1,1,1
48496749b5b2e342,6,1,199,2,1,1
b9fc8bbce8282f53,1,1,129,5,1,1
e5c1f5b931eb4027,0,1,9.899999618530273,1,1,1
b85ff96d29c9344e87811d0f319a7955e7ee0e0c,9,1,118,1,1,1
ea8dab8ac700c18b,11,1,19.899999618530273,1,1,1
a0c0ed0190b26385,1,1,49,5,1,1
9cced1e316dac06b,2,1,42,4,1,1
deb0b43543777b9e3e078575f6d79aaca40cdf5d,0,1,35.79999923706055,1,1,1
e2ccacf68d0866a6,5,1,59,3,1,1
b110ea73987f80bc5b3267606a44759d27e0c723,7,1,598,2,1,2
2ef9fa2fee2ac0d861e4ee6073fc9cd9f81a0097,1,1,759,5,1,2
8c1eb8d2a3fd0a6,9,1,69,1,1,1
4e60a26f1ab32e73d5228da300f87ae330559158,10,1,258,1,1,1
ab69683dea79472625120a5c21e474a14cb9d466,0,1,339,1,1,1
5de3437f4ca2de5c85b83203e4f9848c63eb2279,0,1,79.9000015258789,1,1,1
4ee560d2ddfbdf30,6,1,649,2,1,2
fcc64ded2b7e9469,8,1,259,2,1,1
630308320f0569e8,5,1,18.5,3,1,1
4aa7651b62c0325b,10,1,5899,1,1,4
e9b018d7d89da8ea7d84ed8993e41afb5e9bc086,2,1,189,4,1,1
84a93d33a5c9056d,4,1,149,3,1,1
a22e7c02a244db67,4,1,32.900001525878906,3,1,1
eb4a9c2eaf48a56c0c48879936b58b600665566a,11,1,79,1,1,1
869353044588112-342912b3ead6,5,1,3499,3,1,3
95d5672d848c8bd8,6,1,43,2,1,1
c7f938382779ea16,11,1,129,1,1,1
9eaec7aa2fa10a3ab3a248e5a423cce1f7b3944f,11,1,299,1,1,1
35fdcc9cda51e61662f0d2746212dd801857312c,7,1,2.9000000953674316,2,1,1
10a039b332a67e7e,11,1,80,1,1,1
d0b88b90f1222f63cab6bb3927c5e9dda686e745,2,1,79.80000305175781,4,1,1
2d3822857c09ae67,7,1,5799,2,1,4
868445048416919-d467d33b8b65,10,1,19.899999618530273,1,1,1
15169e938145a849,11,1,109,1,1,1
5a555851f214cd39,2,1,79.9000015258789,4,1,1
1b9e8d38619cdfb3,10,1,23.899999618530273,1,1,1
ae4332e311bdc842,4,1,2599,3,1,3
70434a6b5449a30d5eef34b45dd4223d5ab4aa44,10,1,59,1,1,1
32eee4ccabe7e73a91450902580a6fe6a7cef8d6,9,1,16,1,1,1
860820043850833-ac923223abf1,5,1,370,3,1,1
769f20d34a49a157c8477307a52998aefacaef21,3,1,5000,4,1,3
01adf3f24e168d98,7,1,139,2,1,1
2381483de5f2ca7a,5,1,43.900001525878906,3,1,1
252ef0407ddd692a,3,1,40,4,1,1
dfe787c737a51084,2,1,119,4,1,1
dee2dd1b4799b18e,8,1,29,2,1,1
039aadd72e57dbe6,3,1,58,4,1,1
c92bb3259670f7d10e284d620ef8a6cfd183c3d4,0,1,238,1,1,1
eb449c6d30663647,6,1,3,2,1,1
5228a0ef7a63c281f5f593787642b8071ad61436,3,1,69.9000015258789,4,1,1
753446e931f9e1da405549e542647895fb75fb62,3,1,99,4,1,1
3ecc12c5319f2204b2367de5631fd0ea62a55a01,4,1,99,3,1,1
493b620df5f87d08ee4576cab5cab4c20e92f07c,5,1,108,3,1,1
3f360081d41c62b7,10,1,97.9000015258789,1,1,1
cb81c30a5a2fd621c7f7820f5dd601cc0ffb8763,9,1,3699,1,1,3
869440051136073-b0c9520d059f,1,1,1099,5,1,3
351922101744795-e8e8b797b5cf,1,1,199,5,1,1
87b79fba08b32714,2,1,389,4,1,1
1180703fc41facf145530924576935d5a78992cb,5,1,635,3,1,2
068a87e7140ac88a,2,1,598,4,1,2
179e78be304a7c3a,5,1,3299,3,1,3
ccebaf4099187bd94e1d7eb73bfd0e2dc4931d95,10,1,5009,1,1,4
7ac2dd5abd48288a,6,1,3699,2,1,3
137f1be2c27a2c6e,9,1,9,1,1,1
2ea3b7e3ccd15a2c,5,1,2999,3,1,3
7425a2f9d632288f21790f179d349e67262f0f1c,1,2,670,5,2,2
b1f70d34bbf7eca0d4f6843ea0ba3ad53a648ae6,7,1,3899,2,1,3
c6712bfc6259531c471831080a7d6dc307ff11c6,5,1,79.9000015258789,3,1,1
886a4836ac770a778f2ccf6646d5b0d6587f7b5e,7,1,89.9000015258789,2,1,1
865078045930781-d462ea96fb4e,9,1,18.899999618530273,1,1,1
99001273534219-a450466becc3,4,2,121,3,2,1
9e4f22c5e7cb80e52e20b1eb46b595011574a736,2,1,79.9000015258789,4,1,1
863173047427019-70dda87ccf62,11,1,1999,1,1,3
2676c437dbc59200,4,1,288,3,1,1
4a2b3473cf3eb9fd,7,1,39.900001525878906,2,1,1
c7c372d35fea11c8,3,1,119,4,1,1
076432efc63bed6ad6030073da611bf2e05a5bc0,4,1,10.800000190734863,3,1,1
a8f7a11954e1fc12,2,1,1199,4,1,3
2b53e12d11c80c60,5,1,95,3,1,1
3f1125bf788aa7590d8cb817b1da26ebe0d9f975,2,1,89,4,1,1
cb16c68d609b21e4070135e7f7995a28f88ffee9,4,1,1988,3,1,3
2c9760d3f85b5f68,11,1,75,1,1,1
c6082eebe156b629,11,1,2299,1,1,3
33954aca57f8633f,7,1,8799,2,1,4
ec5783efcce728d8,0,1,11.899999618530273,1,1,1
a70bdae80039953e,11,1,349,1,1,1
2f0f84366249380b,3,1,5699,4,1,4
8dc459884720966f,2,1,39.900001525878906,4,1,1
09034d7edcc01e28,5,1,15.899999618530273,3,1,1
5249678514daf8a6ded3a6809ff09b9417bc73d9,7,1,118.69999694824219,2,1,1
44f53542466e2324,10,1,139,1,1,1
0251103e1f69d33af1fc6e0334ef28956820f85f,1,1,109,5,1,1
64fd13f2e4ee2fd57a5ff49f62f0f4810683c830,7,1,37.79999923706055,2,1,1
1aef7debf91fc6b94552f0ebd98cc8b0812f348f,0,1,19.899999618530273,1,1,1
181b636fcd8c9b93cce5b32feba030140ff55fa7,10,1,22,1,1,1
6a740b9714aced9adfab653e570fce6bcd4701b9,1,1,19.899999618530273,5,1,1
541f30c0c97b78862c198dc5d11de19077cba0b1,5,1,5999,3,1,4
53915805ff145c462deea8c09578793c14316c33,3,1,18.899999618530273,4,1,1
861138045368954-d0d7831bef19,5,1,199,3,1,1
fd9b20f654125030,4,1,5999,3,1,4
14e065f4738cb363,1,1,79.9000015258789,5,1,1
2e9adea93863dcf95bb3fd3bafba5249c36de224,9,1,38,1,1,1
3e32af45134b69a2b14166bdc7a593be8e5180ef,2,1,999,4,1,2
1e3c0740b6b51703,1,1,818,5,1,2
db9aee64263cafcb,8,1,178,2,1,1
5be1fa26d1e2034ac6030dde242241a83957fa0c,4,1,463,3,1,1
5c7421d5442e07a6,2,1,33.29999923706055,4,1,1
5f12e90760ece7d1,8,1,1399,2,1,3
f25c03961d5bd6421adbfadd44b56063fa7030ec,5,1,189,3,1,1
42451eb2e1184f5f,6,1,638,2,1,2
96920264ff0ca6183781294e6535cbecb61715dd,8,1,15,2,1,1
40ad4ae20e4f99a904803bbe54e7c7f3eb46c7ca,7,1,8.899999618530273,2,1,1
131e372848df6c455702494fff3aaaded533b8cd,8,1,106,2,1,1
865873040057527-24da33eeeae6,8,1,279,2,1,1
59f93eadae4426398a7c67b3808f04b69067a8ea,4,1,3999,3,1,3
907b1bbfcb068dc62e4a9c8ddc53859693f1f24b,9,1,159,1,1,1
d886dc6341c1633cb837c018b50f9902c45d54da,3,1,2499,4,1,3
3758cd5dc3925649fe1a5c10fb532d2282111ad7,6,1,42,2,1,1
889d1cfe56f4625fc8e37e5443b15037466f57e0,10,3,777,1,1,2
25958c8dd65c33bd674b54dc455da7e03ede4578,5,1,179,3,1,1
3aacdb693d67f807,4,1,79,3,1,1
867561046971712-847637b7d9b7,7,1,99,2,1,1
f1586ded6744468b,10,1,15.899999618530273,1,1,1
8dd08d91b753ac61,7,1,8799,2,1,4
0d89f95a9712c5f9e44629e948cff9c06e5664d2,9,1,25,1,1,1
528e90f52503779c,8,1,9799,2,1,4
4480eedf0c40e5fa,3,1,519,4,1,2
867130038957004-ac075f432845,6,1,28,2,1,1
4e4b7ce16abd027f,5,1,1337,3,1,3
cf10e4ffba9ca00e,6,1,599,2,1,2
0e3fa28aebadcdc9,4,1,3199,3,1,3
d1fc8773c6a84d05,1,1,298,5,1,1
2919950ee95ae21b,7,1,139,2,1,1
247aa3578bc70ec8e4e36c50e47ab8f6479d3514,4,1,5199,3,1,4
df2a6bdf8917f2f1,11,1,4986,1,1,3
e145191ab3f6bcbc552b664a051b90245b4259f0,9,1,108,1,1,1
f3c9c931116c2543f8913bf81ccce0df830a0859,10,1,26,1,1,1
986777679cb18a3e,6,1,65,2,1,1
6ff4707662557c546fa9e87ce2a1d97ec6856ee5,1,1,86,5,1,1
0bfe4f8e87b6fa0d,0,1,25.899999618530273,1,1,1
866536038242042-909497071cad,6,1,35,2,1,1
b3c9dfa257fb35b7,11,1,32,1,1,1
546262534f5fe022,2,1,299,4,1,1
5a63549e47c650ff8d9f5aa22aad6060750bbeef,1,1,109,5,1,1
864973046548270-0c20d326babd,0,1,179,1,1,1
6815f6ecc2280034c6ce6c4c22093ba730560867,7,1,19,2,1,1
385cd3f35ed40aea,4,1,42,3,1,1
ffc1207f50ea6f3c,7,1,2499,2,1,3
c355d154656fc00e6e1d14522f356da4b8cdb3e1,4,1,999,3,1,2
5cfb4e9af2ea43e5,3,1,3699,4,1,3
868997045961982-d89e61144ddd,7,1,7.800000190734863,2,1,1
58478c0c62fb0081,1,1,44.900001525878906,5,1,1
acba6adc0425d6ee,2,1,79,4,1,1
867661048680970-488764a45c19,5,1,199,3,1,1
e4d702e853d446e2e2cf8d753493c65adeab816b,7,1,89,2,1,1
865441031813181-4c49e3542264,5,1,3899,3,1,3
029c71ce9e120f0fad36457c43dd0abfbe9e4761,5,1,42.79999923706055,3,1,1
869559045492944-347e000ccb29,3,1,1999,4,1,3
6d33858d1c175258,5,1,28.799999237060547,3,1,1
3b371bd868d1355c5c142e8969128cb34b9816a9,10,1,203,1,1,1
45b1c145b3161e83,2,1,4198,4,1,3
8fcb1830623c334a,1,1,8.899999618530273,5,1,1
3d2100f6db87be87,1,1,59,5,1,1
1a16835037cf9bad,9,1,129,1,1,1
869111043901615-20f77c936f97,4,1,659,3,1,2
f142c901dcebcd73,7,1,19.899999618530273,2,1,1
378889c4ef23140fdf088bc777427f941c2767b9,6,1,799,2,1,2
df10cf59d4317c83,7,1,119,2,1,1
861297044209971-2c780e5e29c7,9,1,43,1,1,1
6f84028b01f67e92,6,1,37.900001525878906,2,1,1
0b5f1aa16c1a0e4f,4,1,45,3,1,1
239e007b60fa6d0a1c7745386eb3d25a956f2ba7,1,1,649,5,1,2
3c5039b8787b68cf,7,1,13.199999809265137,2,1,1
371424bffff9dfcf,7,1,228,2,1,1
35b04cba0711ccc9,1,1,87.80000305175781,5,1,1
bed922a3a514bcb92e0b089181eb6c94dc63865d,4,1,6799,3,1,4
74d9c0ac6840c995,7,1,49,2,1,1
6aa14307614bc5676c191d4345c303565d57c87a,3,1,98,4,1,1
8323e3cfae0e5671,9,1,19,1,1,1
9f5b38b470a46dff,2,1,199,4,1,1
fec40a4b4c0cfb72,10,1,29.899999618530273,1,1,1
50ef5ea3144f1ea2,7,1,298,2,1,1
866822034399543-e446da6bff86,4,1,138,3,1,1
4434fa14c79087ef,5,1,10999,3,1,5
b3774f5700f3fdcc551bd7b52945c3098a09d6f5,11,1,499,1,1,1
5f96a1842206ceb1,3,1,15.899999618530273,4,1,1
7719bf58a4fbab81e65f2bbeb1bb81e55fb72c6f,4,1,5099,3,1,4
184ed3618e028da3ea548dc0c4a819da0876dfdc,4,1,2808,3,1,3
a0e8586f07ef0d1ebea52feb431a269573fc28a0,8,1,1099,2,1,3
5eebbfb20f4fd5f8,3,1,12.800000190734863,4,1,1
82158a98c7453eb7,10,1,58.599998474121094,1,1,1
652386666635ef9f,1,1,136,5,1,1
31d08c7be695c09b,5,1,199,3,1,1
866361040297490-2cffee291b1d,11,1,199,1,1,1
4d9c624ababe5013,6,1,35,2,1,1
49a737fe49eb72ed,3,1,899.9000244140625,4,1,2
a209b5a3b60b7ad300a070f479368564ff012c95,10,1,119,1,1,1
11da237da628cc4e,11,1,369,1,1,1
ae19e3aabb2d6a8f64c1bf143c8cffda350678f7,5,1,29.639999389648438,3,1,1
e85bd5902e88b205,5,1,2421,3,1,3
60aab5c214b5409f,1,1,68,5,1,1
826c0c0238c37b32,11,1,59.900001525878906,1,1,1
64023d970ee457a2,1,1,159,5,1,1
862638048434470-58c6f0941c39,2,1,23,4,1,1
6ad6c4ffc1840fb4,4,1,399,3,1,1
8872ff001706aad7,5,1,5999,3,1,4
1559c3cbd3d6f153,1,1,25.899999618530273,5,1,1
59ada6a057c27abcb344462b010fb3c25b62883f,0,1,149,1,1,1
c4d606ace9001d3a,4,1,29.899999618530273,3,1,1
d1f720a51540392dc6609dd1bfdeb2d7f6d05329,4,1,28.899999618530273,3,1,1
32d0e79eddcc8bcf,9,1,95,1,1,1
865988049779945-b4cd27f01a71,5,1,68,3,1,1
867661042398934-2cffee4943fd,7,1,32.900001525878906,2,1,1
7a7b3254f8b5d8459c50ca1da196a5e97be7dce0,0,1,39.900001525878906,1,1,1
3b2bab77be04c06b,10,1,29.899999618530273,1,1,1
ba973c795f26914e2b21d5b66a6928887047f3c1,4,1,5599,3,1,4
a35299eff7446d07d7b0e6a7e4b636bd6c6d2a79,6,1,35.29999923706055,2,1,1
ecd994121f495bfe4f75914cc8163afbf1093db3,2,1,179,4,1,1
2920fcbd58269fac6afb8c27795663aedf51a094,4,1,6799,3,1,4
6705dc5198ed3549,4,1,2599,3,1,3
aa6fc488250369fb,8,1,169,2,1,1
9d56e6a141848e01ccb0f77e91f8d70ac04ba454,5,1,21998,3,1,5
8f005fd66de0716f2fd9cb0bb2f2060c2503c1ae,3,1,5999,4,1,4
b0652ac08fbeda2c,6,1,48,2,1,1
66e0e78f1ac4a3e7e0f8d2598b9e85dc24c640a1,7,1,6799,2,1,4
869479044348197-20311c0b4065,9,1,159,1,1,1
515bb938fcf2bd659e20297876630eaec92caddf,8,1,24.200000762939453,2,1,1
b2d04086a1728c871490814e171d3e7bf1a78814,1,1,148,5,1,1
d5c9583df8381996,9,1,129,1,1,1
158cf21826520aac,7,1,17.5,2,1,1
868784047625512-d462ead77243,8,1,39.79999923706055,2,1,1
7b18639c0a1456c0fe4f352db793490fdd29154e,11,1,39,1,1,1
bfbe365afae23a03,4,1,29.899999618530273,3,1,1
866389044694412-342eb647f829,3,1,45,4,1,1
01cf46e7cdb5f06545b8fa7ca63b943cbb9dce89,5,1,189,3,1,1
425bd7f68bdec648,8,1,2599,2,1,3
8ef737599e7c395f,8,1,3999,2,1,3
d058f0e3f326b7c1,8,1,849,2,1,2
e330909a49ebcfdc,0,1,1,1,1,1
d5ab381cd86c821c6dc904dfe1847efdabd2241c,11,1,359,1,1,1
eb2bd719cfffd2a4,1,1,59,5,1,1
2f091409267aa40f,7,1,65.88999938964844,2,1,1
e999710a2482004f7b0891bc19e428078e5f760d,7,1,229,2,1,1
5a21d85503cbf4db,3,1,24.899999618530273,4,1,1
2a8f9aab72f8d13df9584fb0bc80656baa25ca79,4,1,229,3,1,1
26202bb511b38d7b,5,1,1999,3,1,3
5934703ff85ad8d8b150ed8e966460e5569d3fe3,9,1,49,1,1,1
860956041050842-28167f8deec7,4,1,2348,3,1,3
4091c3fd8eaa2342,1,1,39.900001525878906,5,1,1
12f1662aeee218ba,10,1,799,1,1,2
be1ae79af714f6db,7,1,18,2,1,1
95fa37c2ed68b711803f40fdb92716208a0af232,5,1,86,3,1,1
869774038453106-b4cd2755106a,3,1,459,4,1,1
707c32a2ccb51254,9,1,339,1,1,1
14ba0e67b24bf1f4,0,1,119,1,1,1
185b73a1dd0ffe0b,11,1,166,1,1,1
2e9043dcb6b531cd,3,1,39,4,1,1
748c21ff8e505f59,10,1,159,1,1,1
b7a6b1c1cde7737a,4,1,150,3,1,1
ead6ca3956b7aa0479fcfd4a9bb520b9a64c1526,5,1,13300,3,1,5
3040fa1817c12c0b,10,1,188,1,1,1
a6ceec2ef59ee91e,2,1,99,4,1,1
0c66833041b96e89,8,1,88,2,1,1
c448b04f39091c07,7,1,58.29999923706055,2,1,1
d928129c8239493b,5,1,99,3,1,1
e5f32876867d066ab8bca36efed00ba2249cb244,8,1,229,2,1,1
3199a5e70750ee0d,3,1,99,4,1,1
862552030717026-849fb53257e3,9,1,21.899999618530273,1,1,1
863270041378832-048c9a7e83eb,5,2,1998,3,2,3
78339a70903b1ff5,1,1,310,5,1,1
9a6436ebce510eb29629d989fd8ca62f88737a1a,10,1,179,1,1,1
ca2b977ff140ab40dad9bce93953f3a1b9854d7a,2,1,8699,4,1,4
b99f6cbc1cdae893,6,1,3249,2,1,3
70b6155d35c9a669,0,1,9999,1,1,4
ef18f65fa8acc141,3,1,34.900001525878906,4,1,1
b2ff0521191bff3c,5,1,135.89999389648438,3,1,1
866955041378462-483fe92685e4,5,1,26.799999237060547,3,1,1
776de45cca031e5b,0,1,46,1,1,1
c4fba4b97fc0a76e,7,1,39,2,1,1
1c5b7477676142b853642c5539bc3d2616bdbee0,1,1,58,5,1,1
d9504320f728bdde,7,1,4299,2,1,3
85f0227254601b90,4,1,13999,3,1,5
d58727112e1f4a62,4,1,258,3,1,1
3d49f9984d3d0600fe23adf330d5417365dbba9d,10,1,588,1,1,2
a76a62a85f4bd1674550a4bb11791687d02556ec,1,1,139,5,1,1
99e09cb27b1b3df1,8,1,49.79999923706055,2,1,1
d134ef5b9dd02b1f,9,1,26.899999618530273,1,1,1
a89f6c410679bbd4519434e3dbd3189a8eae8b56,5,1,69,3,1,1
ebf5f32df9855596,6,1,26.899999618530273,2,1,1
1b22f67c9b86ae0f971ecbe8fbf7ed544c0c5d0b,5,1,179,3,1,1
d225c851a7f89217,0,1,344,1,1,1
61c79962d5206c95,5,1,2499,3,1,3
9541909bbbc629289c9bc30010fb6bef9f43a74a,6,1,8799,2,1,4
866265035829052-94652da87d33,5,1,59,3,1,1
91adabd42353e0e4,3,1,5999,4,1,4
869138041353507-ace3422bcf11,10,1,249,1,1,1
867375048975799-a87d128f51aa,4,1,2999,3,1,3
865594049564988-7459095e7d54,5,1,1119,3,1,3
4e85bef4bfcebe0df04c26a1ead4d516823fbcff,7,1,6799,2,1,4
fae07bad980e9126,6,1,148,2,1,1
d558b4eac05d2ce4c68965864a573e3943171970,1,1,228,5,1,1
ed8f876566b8724c,1,1,1299,5,1,3
dd7651e52e95c37e31eb47e2af5782e9bfc2e78e,8,1,139,2,1,1
13f0b1a8c367cccac67d970a59bd6cf35da5f7e9,8,1,228,2,1,1
882c6e0474333f4c,6,1,2499,2,1,3
cd7cd1217ed05656,9,1,18,1,1,1
860751045943369-ec8c9a2bd225,5,1,39.900001525878906,3,1,1
ee82b23893f2b92c,4,1,1,3,1,1
40d62d8e45de1ab3,9,1,1599,1,1,3
718a3186ffd871b29e9b5eb2857791497e28d4cf,11,1,115,1,1,1
88da96b3ecb8ecfa766c5072eb7e1a6ae2da495f,3,1,500,4,1,2
f0fdbbf0fc090bedd06cb55d43436cf5325ed939,3,1,5199,4,1,4
c9a23b475fe204061dc31519bd041d29d106fd90,7,1,13,2,1,1
aaf80e31cfbacb85ac3e9c61db6d566c381c66de,4,1,3799,3,1,3
978dd053cb50cd0f7d7067fc78a955954b8ca594,10,1,69.9000015258789,1,1,1
b78fbb4f5acd1a3a,8,1,152,2,1,1
402a8da9e8502f0d8ad81849c1d7659476bae55f,11,1,149,1,1,1
2ed9af7c7e37637ac1a3ddbb4debf3c3c3c62347,2,1,5999,4,1,4
fd3214b3043abb0325b17b6860f514c045e70077,10,1,34.79999923706055,1,1,1
ebd80d5a722206a7209c50e23c69d7e3d8388c7b,0,1,340,1,1,1
d765cbab08eb48fe,10,1,26.799999237060547,1,1,1
cc308efdd82a2ad827ce85dd6766d7ee02141887,4,1,79.9000015258789,3,1,1
865737040889819-f067287f6623,9,1,27.799999237060547,1,1,1
7675759a76343d2e,2,1,3199,4,1,3
8468555c0880a0a71d775b3074a1ed4a8482227e,10,1,5.849999904632568,1,1,1
868362031873073-449ef9aa749d,8,1,9,2,1,1
00b820b81047abfc9894f3f44e5d5edcdae7280a,5,1,98,3,1,1
2245524ba698211558e99b99c10f1ff422fd713c,7,1,39.900001525878906,2,1,1
3adf57fb42615b0b,0,1,118,1,1,1
4242526fd70e4fc3,1,1,24.15999984741211,5,1,1
4535d7e37ba972ac,4,1,79,3,1,1
f13ae1cf95834d60ea57d598e4f96803546c3148,4,1,229,3,1,1
8ddc239ec71cdca6,1,1,22,5,1,1
864665035022339-c814511f524a,5,1,1199,3,1,3
2c51d27aa81a36a8,5,1,3998,3,1,3
fc21da70ec27b712,6,1,64.69999694824219,2,1,1
6ff7fd101658be714642638c911ecb6f86fb6f8a,5,1,8799,3,1,4
a5ff3c6d86802e2c,11,1,888,1,1,2
869111040328135-20f77cb11063,0,1,1069,1,1,3
1bdad86c15f270c95e82f5e24d5a78f85f86048a,5,1,3999,3,1,3
e21854c5be2d32e9,10,1,159,1,1,1
bc5be7518916b9ef,3,1,48,4,1,1
c1e45dd1b19f6f3d,4,1,3599,3,1,3
d2b5c2a2ede62e17,5,1,6000,3,1,4
dddbb818723323e4,5,1,118,3,1,1
c681564b522d5929,5,1,39.79999923706055,3,1,1
609a3c4ddafccc73b58b015ef7d8d7068abf3bda,6,1,9.989999771118164,2,1,1
38bb0ef30cafdf78,8,1,129,2,1,1
94733fdf6272e2e3ac2941f3655640877667a0d4,0,1,39,1,1,1
99c46879e6f34ee7,9,1,599,1,1,2
67b91bd39146a605df377478a0bbed985e4e84b6,11,1,81.9000015258789,1,1,1
9c5d2b8b330b77d481e9767d4bcaba041490bb67,8,1,2999,2,1,3
5258794bd0645c60,9,1,33.599998474121094,1,1,1
6caa28b81a3b1a6ad38c82a61bb46dd1bc08446e,5,1,50,3,1,1
ad81cfa7c8de52dc,2,1,149,4,1,1
0147cfc487f95687b9cf36eec52fead9a1f9e6d9,10,1,139,1,1,1
2f41fe7a93af923d,7,1,514,2,1,2
862604048153544-68a03e356db4,8,1,25,2,1,1
3c129a092821d82b,11,1,78,1,1,1
2aa4854e215b7e36,2,1,599,4,1,2
9a1a27e9e1484832,7,1,12.899999618530273,2,1,1
867764045490672-a412325a3197,6,1,28,2,1,1
bc0911ffa2b44fabb9f782e9c2ab6199cf011589,5,1,139,3,1,1
aa652f6ed6af67e1,7,1,118,2,1,1
e0292b7f8bbae5795ff0d941816cba679dc37645,6,1,69,2,1,1
f64ac17864f7a85c,10,1,132,1,1,1
863955041668295-70dda8f57984,0,1,94.9000015258789,1,1,1
b94f10c21d497e43,2,1,59.900001525878906,4,1,1
981e224c398afb48,5,1,39.900001525878906,3,1,1
868925044661717-0c20d377714d,2,1,249,4,1,1
0e887603e5f338f5,10,1,22,1,1,1
82cb73981332f86ed9f4f34b0b04911351f1243a,0,1,14.899999618530273,1,1,1
7139c3691f74ec21,8,1,1269,2,1,3
00535055da392f64422e8676418b233e3989b237,5,1,99,3,1,1
ee8c3461fe91fd3f23806a9391bea1e29937269e,4,1,8799,3,1,4
f9f45c200756e8f1,5,1,38,3,1,1
b780b69168c8293c,5,1,89,3,1,1
11c4dcfb5827f118,6,1,150,2,1,1
535c305ebcebb245,2,1,36,4,1,1
897740c3e8f6149a5c2530f1d762d0f8e973e0d1,9,1,99,1,1,1
290da2b087849663,6,1,199,2,1,1
5fdc8e63a5445258,5,1,369,3,1,1
316cf83124955836,4,1,3299,3,1,3
450893640e4c7e9c,3,1,248,4,1,1
a3ad66b9b6b8a2273b5cec12f0b0216d555e9628,2,1,79,4,1,1
71ad64cacb413098,4,1,398,3,1,1
12f0f348dce78ef7,1,1,159,5,1,1
1c94c7861a9b09d2,2,1,38.79999923706055,4,1,1
a4310960db0f6b79f4ed4a4e72143b0e50a3af16,7,1,169,2,1,1
c4787614fac0907619a21e8b21b0725568d61af8,5,1,68,3,1,1
862013042373498-fc943509de18,0,1,259,1,1,1
1c15dbfe047cf881,0,1,149,1,1,1
91eeb314f7c61d0738a20d794ba3f37a66a25492,9,1,16999,1,1,5
3fcf6119280dd98b10e26b7ee862db8bbd1912b8,3,1,109.9000015258789,4,1,1
1a37bedee1d031611abcaca2471d54179719890a,8,1,19,2,1,1
2cb692f1d9a82fa5,8,1,86.19999694824219,2,1,1
a873027ed0180c93cf626025f2ad82b3957b4eab,3,1,1199,4,1,3
7eadf81fc1bb37f7,9,1,74,1,1,1
fd0f50db4eb02e79,7,1,19,2,1,1
6b8b36c1235b3e941c30956d394e2a3f15367184,11,1,58,1,1,1
20fb0e506cfbcf25,11,1,100,1,1,1
5eb0f7d86153d45fb0121e066422df5be2002133,7,1,169,2,1,1
d3f478dd0ff75ceb32bde228268ad9971a11d760,5,1,199,3,1,1
14234a2a1a63ba3b,4,1,3499,3,1,3
732e57bf28e0d37a600f21bf9fb6ba2c728f3c0c,10,1,169.89999389648438,1,1,1
936338b1d708e449,4,1,129,3,1,1
ccda28503a8ddcb2,5,1,48,3,1,1
47916217ccf8991c924f56402406e710951a1cba,4,1,209,3,1,1
860201043515314-4cd1a13a1893,5,1,43.900001525878906,3,1,1
2405a756feb0caa5,6,1,799,2,1,2
1b22a4d16ab5900eefc55243b20b145ab0228711,0,1,69.9000015258789,1,1,1
